S.No,English,Hindi
881,"[ 28 ] [ 29 ] [ 30 ]  Their long occupation, predominantly in isolation as hunter-gatherers, has made the region highly diverse, second only to Africa in human  genetic diversity .",असमिया बांग्ला बोड़ो डोगरी गुजराती हिंदी कन्नड़ कश्मीरी कोंकणी ककबरक मैथिली मलयालम मणिपुरी मराठी मिज़ो नेपाली ओड़िया पंजाबी संस्कृत संथाली सिंधी तमिल तेलुगू उर्दू
882,"[ 31 ]   Settled life  emerged on the subcontinent in the western margins of the  Indus   river basin  9,000 years ago, evolving gradually into the  Indus Valley Civilisation  of the third millennium BCE.",विधानमंडल भारतीय संसद •  ऊपरी सदन  राज्य सभा •  निचला सदन लोक सभा स्वतंत्रता   यूनाइटेड किंगडम  से •  अधिराज्य   15 अगस्त 1947 •  गणराज्य   26 जनवरी 1950
883,"[ 32 ]  By 1200  BCE , an  archaic form  of  Sanskrit , an  Indo-European language , had  diffused  into India from the northwest.","12 फ़रवरी वर्ष 1948 में  महात्मा गाँधी  के अस्थि कलश जिन 12 तटों पर विसर्जित किए गए थे,  त्रिमोहिनी संगम  भी उनमें से एक है |"
884,[ 33 ] [ 34 ]   Its hymns  recorded the dawning of  Hinduism  in India.,"(शीर्ष)  ऋग्वेद  की एक मध्यकालीन  पांडुलिपि , मौखिक रूप से, १५००-१२०० ई.पू."
885,[ 35 ]  India's pre-existing  Dravidian languages  were supplanted in the northern regions.,भारत  गुटनिरपेक्ष आन्दोलन  तथा  संयुक्त राष्ट्र संघ  के संस्थापक सदस्य देशों में से एक है।
886,"[ 36 ]  By 400  BCE ,  caste  had emerged within Hinduism, [ 37 ]  and  Buddhism  and  Jainism  had arisen, proclaiming  social orders  unlinked to heredity.","कोणार्क-चक्र - १३वीं शताब्दी में बने  उड़ीसा  के सूर्य मन्दिर में स्थित, यह दुनिया के सब से प्रसिद्घ ऐतिहासिक स्मारकों में से एक है।"
887,[ 38 ]  Early political consolidations gave rise to the loose-knit  Maurya  and  Gupta Empires .,हिमालय उत्तर में जम्मू और कश्मीर से लेकर पूर्व में अरुणांचल प्रदेश तक भारत की अधिकतर पूर्वी सीमा बनाता है
888,"[ 39 ]  Widespread creativity suffused this era, [ 40 ]  but the status of women declined, [ 41 ]  and  untouchability  became an organized belief.",परंपरागत रूप से भारत में छह  ऋतुएँ  मानी जाती रहीं हैं परन्तु  भारतीय मौसम विज्ञान विभाग  चार ऋतुओं का वर्णन करता है जिन्हें हम उनके परंपरागत नामों से तुलनात्मक रूप में निम्नवत लिख सकते हैं:
889,"[ l ] [ 42 ]  In  South India , the  Middle kingdoms  exported Dravidian language scripts and religious cultures to the kingdoms of  Southeast Asia .","शीत ऋतु  ( Winters ) – दिसंबर से मार्च तक, जिसमें दिसंबर और जनवरी सबसे ठंडे महीने होते हैं; उत्तरी भारत में औसत तापमान १० से १५ डिग्री सेल्सियस होता है।"
890,[ 43 ],जनसंख्या
891,"In the early mediaeval era,  Christianity ,  Islam ,  Judaism , and  Zoroastrianism  became established on India's southern and western coasts.","ग्रीष्म ऋतु  ( Summers or Pre-monsoon ) – अप्रैल से जून तक जिसमें मई सबसे गर्म महीना होता है, औसत तापमान ३२ से ४० डिग्री सेल्सियस होता है।"
892,[ 44 ]  Muslim armies from  Central Asia  intermittently overran India's northern plains.,"राथोंग शिखर,  कंचनजंघा  के समीप स्थित, जेमाथांग ग्लेशियर के पास से लिया गया चित्र"
893,[ 45 ]  The resulting  Delhi Sultanate  drew northern India into the cosmopolitan  networks of mediaeval Islam .,कोपेन के वर्गीकरण के अनुसार भारत में निम्नलिखित छह प्रकार के जलवायु प्रदेश पाए जाते हैं:
894,"[ 46 ]  In south India, the  Vijayanagara Empire  created a long-lasting composite Hindu culture.","भारत के मुख्य शहर हैं –  दिल्ली ,  मुम्बई ,  कोलकाता ,  चेन्नई ,  बंगलोर  ( बेंगलुरु )|"
895,"[ 47 ]  In the  Punjab ,  Sikhism  emerged, rejecting institutionalised religion.",(नीचे) संस्कृत महाकाव्य  रामायण  की एक पांडुलिपि से एक चित्रण
896,"[ 48 ]  The  Mughal Empire , in 1526, ushered in two centuries of relative peace, [ 49 ]  leaving a legacy of  luminous architecture .","विधायिका  संसद  को कहते हैं, जिसके दो सदन हैं – उच्चसदन  राज्यसभा , अथवा राज्यपरिषद् और निम्नसदन  लोकसभा ."
897,[ m ] [ 50 ]  Gradually expanding  rule of the British East India Company   turned India into a colonial economy but consolidated its  sovereignty .,"अन्टार्कटिका  और  दक्षिण गंगोत्री  और मैत्री पर भी भारत के वैज्ञानिक-स्थल हैं, यद्यपि अभी तक कोई वास्तविक आधिपत्य स्थापित नहीं किया गया है।"
898,[ 51 ]   British Crown rule  began in 1858.,वर्तमान में भारत 28 राज्यों तथा
899,"The rights promised to Indians were granted slowly, [ 52 ] [ 53 ]  but  technological changes  were introduced, and modern ideas of education and public life took root.","भारत के पड़ोसी राष्ट्रों के साथ अनसुलझे सीमा विवाद हैं। इसके कारण इसे छोटे पैमानों पर युद्ध का भी सामना करना पड़ा है। १९६२ में  चीन  के साथ, तथा १९४७, १९६५, १९७१ एवं १९९९ में  पाकिस्तान  के साथ लड़ाइयाँ हो चुकी हैं।"
900,"[ 54 ]  A pioneering and influential  nationalist movement , noted for nonviolent resistance, became the major factor in ending British rule.",26 जनवरी 2020 को दादरा एव नगर हवेली तथा दमन द्वीप का विलय करके एक केंद्रशासित प्रदेश बना दिया गया है। अब इसका पूरा नाम दादरा एवं नगर हवेली तथा दमन द्वीप है।
901,"[ 55 ] [ 56 ]  In 1947, the British Indian Empire was  partitioned  into two independent  dominions , [ 57 ] [ 58 ] [ 59 ] [ 60 ]  a Hindu-majority  dominion of India  and a Muslim-majority  dominion of Pakistan .",१९७४ में भारत ने अपना पहला  परमाणु परीक्षण  किया था जिसके बाद १९९८ में ५ और परीक्षण किये गये। १९९० के दशक में किये गये आर्थिक सुधारीकरण की बदौलत आज देश सबसे तेज़ी से विकासशील राष्ट्रों की सूची में आ गया है।
902,A large-scale loss of life and an unprecedented migration accompanied the partition.,विविध आधारों पर भारत के राज्य और राज्यक्षेत्र    क्रमबद्ध सूचियों में
903,[ 61 ],दिल्ली
904,"India has been a  federal republic  since 1950, governed through a democratic  parliamentary system .","इसके शासन में तीन मुख्य अंग हैं:-  न्यायपालिका ,  कार्यपालिका  और  विधायिका ।"
905,"It is a  pluralistic ,  multilingual  and  multi-ethnic society .",राज्यों के नाम निम्नवत हैं (कोष्ठक में राजधानी का नाम)
906,India's population grew from 361 million in 1951 to over 1.4 billion in 2023.,भारत के २९ राज्यों और ७ केंद्र शासित प्रदेशों के एक क्लिक करने योग्य नक्शा
907,[ 62 ],कानपुर
908,"During this time, its nominal  per capita income  increased from US$64 annually to US$2,601, and its literacy rate from 16.6% to 74%.","सूचना प्रोद्योगिकी  (आईटी) भारत के सबसे अधिक विकासशील उद्योगों में से एक है, वार्षिक आय २८५० करोड़ डालर,  इन्फोसिस , भारत की सबसे बडी आईटी कम्पनियों में से एक"
909,"A comparatively destitute country in 1951, [ 63 ]  India has become a  fast-growing  major economy and  hub for information technology services ; it has an expanding middle class.",शरद ऋतु  ( Post-monsoon ot Autumn ) - उत्तरी भारत में अक्टूबर और नवंबर माह में मौसम साफ़ और शांत रहता है और अक्टूबर में मानसून लौटना शुरू हो जाता है जिससे तमिलनाडु के तट पर लौटते मानसून से वर्षा होती है।
910,[ 64 ]   Indian movies  and  music  increasingly influence global culture.,†चंडीगढ़ एक केंद्रशासित प्रदेश है तथा यह पंजाब और हरियाणा दोनों राज्यों की राजधानी है।
911,"[ 65 ]  India has reduced  its poverty rate , though at the cost of increasing economic inequality.",एच.ए.एल तेजस भारत द्वारा विकसित एक हल्‍का सुपरसौनिक लड़ाकू विमान है।
912,[ 66 ]  It is a  nuclear-weapon state  that  ranks high in military expenditure .,द वा ब   भारत  के सबसे बड़े शहर भारत की जनगणना २०११ [ 96 ]
913,"It has disputes over  Kashmir  with its neighbours, Pakistan and China, unresolved since the mid-20th century.",२०१४ में क्रयशक्ति समानता के आधार पर भारतीय अर्थव्यवस्था विश्व में तीसरी सबसे बड़ी थी।
914,"[ 67 ]  Among the socio-economic challenges India faces are  gender inequality ,  child malnutrition , [ 68 ]  and rising levels of  air pollution .","मीणा   - मीणा राजस्थान की मुख्य जनजाति है। मध्य प्रदेश में मीणाओं को पूर्ण रूप से अनुसूचित जनजाति के रूप में प्रस्तावित किया गया है, जिस पर भारत सरकार विचार कर रही है।"
915,[ 69 ]  India's land is  megadiverse  with four  biodiversity hotspots .,मुख्य लेख:  भारतीय सशस्‍त्र सेनाएँ  और  भारत के अर्धसैनिक बल
916,"[ 70 ]   India's wildlife , which has traditionally been viewed with tolerance in  its culture , [ 71 ]  is supported in  protected habitats .",बांग्ला  बराक घाटी के तीन ज़िलों में; [ 119 ]  [[[बोड़ो भाषा|बोडो]] बोडोलैंड क्षेत्रीय परिषद् के ज़िलों में। [ 120 ]
917,Etymology,मानव विकास
918,Main article:  Names for India,प्रारंभिक आधुनिक भारत
919,"According to the  Oxford English Dictionary  (2009), the name ""India"" is derived from the  Classical Latin   India , a reference to  South Asia  and an uncertain region to its east.","8 केन्द्रशासित प्रदेशों में बँटा हुआ है। राज्यों की चुनी हुई स्वतंत्र सरकारें हैं, जबकि केन्द्रशासित प्रदेशों पर केन्द्र द्वारा नियुक्त प्रबंधन शासन करता है, हालाँकि पॉण्डिचेरी और दिल्ली की लोकतांत्रिक सरकार भी हैं।"
920,"In turn ""India"" derived successively from  Hellenistic Greek   India  (  Ἰνδία ),  ancient Greek   Indos  (  Ἰνδός ),  Old Persian   Hindush  (an eastern province of the  Achaemenid Empire ), and ultimately its  cognate , the  Sanskrit   Sindhu , or ""river"", specifically the  Indus River  and, by implication, its well-settled southern basin.","2000 से 500 ईसा पूर्व तक  ताम्र पाषाण युग  संस्कृति से  लौह युग  का आगमन हुआ। [ 63 ]  इसी युग को  हिंदू धर्म  से जुड़े प्राचीनतम  धर्म ग्रंथ , [ 64 ]   वेदों  का रचनाकाल माना जाता है [ 65 ]  तथा  पंजाब  तथा  गंगा के ऊपरी मैदानी क्षेत्र  को  वैदिक संस्कृति  का निवास स्थान माना जाता है। [ 63 ]  कुछ इतिहासकारों का मानना है की इसी युग में उत्तर-पश्चिम से  भारतीय-आर्यन  का आगमन हुआ था। [ 64 ]  इसी अवधि में  जाति प्रथा  भी प्रारंभ हुई थी। [ 66 ]"
